new_cases,total_cases,total_deaths,new_deaths
1,1,0,0
0,1,0,0
1,2,0,0
1,3,0,0
0,3,0,0
0,3,0,0
1,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
1,5,0,0
0,5,0,0
2,7,0,0
0,7,0,0
0,7,0,0
0,7,0,0
0,7,0,0
0,7,0,0
0,7,0,0
0,7,0,0
1,8,0,0
0,8,0,0
0,8,0,0
0,8,0,0
0,8,0,0
0,8,0,0
1,9,0,0
0,9,0,0
0,9,0,0
0,9,0,0
2,11,0,0
0,11,0,0
1,12,0,0
2,14,0,0
2,16,0,0
4,20,0,0
4,24,0,0
3,27,0,0
3,30,0,0
3,33,0,0
12,45,0,0
6,51,0,0
6,57,0,0
5,62,0,0
15,77,1,1
16,93,1,0
10,103,1,0
35,138,1,0
38,176,1,0
68,244,1,0
60,304,1,0
120,424,4,3
145,569,8,4
121,690,9,1
156,846,10,1
125,971,12,2
331,1302,18,6
128,1430,20,2
216,1646,24,4
313,1959,27,3
1426,3385,35,8
633,4018,39,4
657,4675,53,14
711,5386,60,7
869,6255,61,1
1169,7424,89,28
1112,8536,96,7
1059,9595,109,13
1673,11268,138,29
1251,12519,187,49
1363,13882,231,44
1614,15496,280,49
1157,16653,323,43
1230,17883,380,57
1391,19274,435,55
1474,20748,509,74
1385,22133,569,60
1168,23301,653,84
1064,24365,717,64
2,2,0,0
1,3,0,0
0,3,0,0
0,3,0,0
0,3,1,1
1,4,1,0
1,5,1,0
0,5,1,0
0,5,1,0
0,5,1,0
0,5,1,0
1,6,1,0
0,6,1,0
0,6,1,0
0,6,1,0
1,7,1,0
0,7,1,0
0,7,1,0
0,7,1,0
0,7,1,0
0,7,1,0
0,7,1,0
1,8,1,0
2,10,1,0
1,1,0,0
2,3,1,1
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
3,6,1,0
2,8,1,0
0,8,1,0
0,8,1,0
4,12,1,0
2,14,1,0
8,22,1,0
6,28,1,0
1,29,1,0
6,35,1,0
4,39,1,0
0,39,1,0
6,45,1,0
0,45,1,0
0,45,1,0
0,45,1,0
8,53,1,0
0,53,1,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,3,0,0
1,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
1,5,0,0
0,5,0,0
1,6,0,0
0,6,0,0
0,6,0,0
0,6,0,0
2,8,0,0
0,8,0,0
0,8,0,0
1,9,0,0
0,9,0,0
0,9,0,0
0,9,0,0
1,10,0,0
1,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
1,1,0,0
0,1,0,0
1,2,0,0
0,2,0,0
0,2,0,0
1,3,0,0
0,3,0,0
2,5,0,0
0,5,0,0
0,5,0,0
0,5,0,0
2,7,0,0
0,7,0,0
0,7,0,0
0,7,0,0
0,7,0,0
1,8,0,0
1,9,0,0
0,9,0,0
0,9,0,0
1,10,0,0
1,11,0,0
0,11,0,0
0,11,0,0
4,15,0,0
1,1,0,0
2,3,0,0
1,4,0,0
1,5,0,0
5,10,0,0
3,13,0,0
4,17,0,0
6,23,0,0
10,33,0,0
10,43,0,0
18,61,0,0
14,75,0,0
81,156,0,0
45,201,0,0
37,238,0,0
104,342,0,0
92,434,0,0
103,537,0,0
95,632,1,1
114,746,2,1
176,922,2,0
220,1142,3,1
164,1306,4,1
304,1610,5,1
299,1909,6,1
230,2139,7,1
310,2449,8,1
289,2738,12,4
293,3031,16,4
373,3404,18,2
333,3737,22,4
424,4161,27,5
310,4471,34,7
344,4815,37,3
301,5116,43,6
430,5546,48,5
426,5972,57,9
529,6501,65,8
426,6927,73,8
286,7213,80,7
27,27,0,0
0,27,0,0
0,27,0,0
17,44,0,0
0,44,0,0
15,59,0,0
0,59,0,0
0,59,0,0
0,59,0,0
0,59,0,0
0,59,0,0
0,59,1,1
0,59,1,0
0,59,1,0
0,59,1,0
0,59,2,1
0,59,2,0
4,63,2,0
17,80,2,0
136,216,3,1
19,235,3,0
151,386,6,3
140,526,17,11
97,623,17,0
259,882,26,9
441,1323,41,15
665,1988,56,15
787,2775,81,25
1753,4528,106,25
1466,5994,132,26
1740,7734,170,38
1980,9714,213,43
2095,11809,259,46
2590,14399,304,45
2812,17211,361,57
3237,20448,426,65
3872,24320,492,66
3727,28047,564,72
3160,31207,637,73
3418,34625,723,86
2607,37232,812,89
2974,40206,909,97
2490,42696,1017,108
2028,44724,1114,97
15141,59865,1368,254
4156,64021,1381,13
2538,66559,1524,143
2007,68566,1666,142
2052,70618,1771,105
1890,72508,1869,98
1750,74258,2008,139
394,74652,2120,112
891,75543,2238,118
826,76369,2347,109
647,77016,2445,98
218,77234,2595,150
515,77749,2665,70
410,78159,2717,52
439,78598,2746,29
329,78927,2790,44
428,79355,2837,47
574,79929,2872,35
205,80134,2914,42
127,80261,2946,32
119,80380,2983,37
117,80497,3014,31
170,80667,3044,30
101,80768,3072,28
46,80814,3099,27
45,80859,3122,23
20,80879,3139,17
29,80908,3161,22
24,80932,3172,11
22,80954,3179,7
19,80973,3194,15
22,80995,3203,9
25,81020,3216,13
43,81063,3225,9
23,81086,3241,16
44,81130,3249,8
99,81229,3253,4
52,81281,3259,6
65,81346,3265,6
138,81484,3274,9
69,81553,3281,7
78,81631,3285,4
102,81733,3291,6
94,81827,3296,5
119,81946,3299,3
113,82059,3304,5
98,82157,3306,2
84,82241,3309,3
54,82295,3310,1
100,82395,3316,6
70,82465,3326,10
62,82527,3330,4
48,82575,3333,3
67,82642,3335,2
56,82698,3335,0
86,82784,3337,2
86,82870,3339,2
55,82925,3340,1
79,83004,3343,3
93,83097,3343,0
112,83209,3345,2
1,1,0,0
2,3,0,0
6,9,0,0
7,16,0,0
18,34,0,0
11,45,0,0
12,57,0,0
8,65,0,0
37,102,0,0
26,128,0,0
30,158,0,0
52,210,1,1
25,235,2,1
71,306,3,1
72,378,3,0
92,470,4,1
21,491,6,2
48,539,6,0
69,608,6,0
94,702,10,4
96,798,14,4
108,906,16,2
159,1065,17,1
96,1161,19,2
106,1267,25,6
139,1406,32,7
79,1485,35,3
94,1579,46,11
201,1780,50,4
274,2054,55,5
169,2223,69,14
250,2473,80,11
236,2709,100,20
67,2776,109,9
1,1,0,0
0,1,0,0
0,1,0,0
2,3,0,0
0,3,0,0
0,3,0,0
1,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
0,4,0,0
15,19,0,0
0,19,0,0
0,19,0,0
3,22,2,2
0,22,2,0
19,41,3,1
0,41,3,0
4,45,5,2
0,45,5,0
0,45,5,0
0,45,5,0
15,60,5,0
0,60,5,0
0,60,5,0
0,60,5,0
10,70,5,0
1,1,0,0
4,5,0,0
4,9,0,0
4,13,0,0
9,22,0,0
1,23,0,0
3,26,0,0
1,27,0,0
8,35,0,0
6,41,0,0
9,50,0,0
19,69,1,1
18,87,1,0
26,113,2,1
4,117,2,0
17,134,2,0
24,158,2,0
19,177,2,0
24,201,2,0
30,231,2,0
32,263,2,0
32,295,2,0
19,314,2,0
16,330,2,0
17,347,2,0
28,375,2,0
21,396,2,0
20,416,2,0
19,435,2,0
19,454,2,0
13,467,2,0
16,483,2,0
19,502,2,0
37,539,3,1
19,558,3,0
19,577,3,0
18,595,3,0
1,1,0,0
3,4,0,0
0,4,0,0
1,5,0,0
0,5,0,0
1,6,0,0
3,9,0,0
5,14,0,0
3,17,0,0
8,25,0,0
0,25,0,0
48,73,0,0
7,80,0,0
16,96,0,0
5,101,0,0
39,140,0,0
25,165,1,1
3,168,1,0
0,168,1,0
22,190,1,0
4,194,1,0
24,218,1,0
27,245,2,1
16,261,3,1
62,323,3,0
26,349,3,0
35,384,3,0
60,444,3,0
36,480,3,0
53,533,4,1
41,574,5,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
1,2,0,0
1,3,0,0
2,5,0,0
0,5,0,0
2,7,0,0
1,8,0,0
1,9,0,0
1,10,0,0
1,11,0,0
1,12,0,0
1,13,0,0
3,16,0,0
9,25,0,0
6,31,0,0
6,37,0,0
11,48,0,0
8,56,0,0
13,69,0,0
12,81,0,0
23,104,0,0
22,126,0,0
80,206,0,0
29,235,0,0
71,306,0,0
76,382,1,1
36,418,1,0
77,495,2,1
91,586,3,1
71,657,5,2
56,713,6,1
77,790,6,0
77,867,6,0
96,963,6,0
48,1011,7,1
68,1079,8,1
47,1126,12,4
56,1182,15,3
40,1222,16,1
60,1282,18,2
61,1343,19,1
64,1407,20,1
88,1495,21,1
39,1534,21,0
66,1600,23,2
3,3,0,0
1,4,0,0
0,4,0,0
3,7,0,0
4,11,1,1
5,16,1,0
5,21,1,0
4,25,1,0
10,35,1,0
5,40,1,0
8,48,1,0
9,57,1,0
10,67,2,1
13,80,2,0
39,119,3,1
20,139,3,0
31,170,4,1
16,186,6,2
26,212,6,0
21,233,6,0
36,269,6,0
19,288,6,0
32,320,8,2
30,350,9,1
46,396,11,2
61,457,12,1
58,515,15,3
49,564,15,0
56,620,16,1
49,669,18,2
1,1,0,0
2,3,0,0
3,6,0,0
0,6,1,1
1,7,1,0
1,8,1,0
0,8,1,0
1,9,1,0
2,11,1,0
0,11,1,0
0,11,1,0
0,11,1,0
0,11,1,0
0,11,1,0
2,13,1,0
0,13,1,0
1,14,1,0
0,14,1,0
0,14,1,0
0,14,1,0
0,14,1,0
2,2,0,0
4,6,0,0
8,14,0,0
7,21,0,0
9,30,0,0
10,40,0,0
0,40,0,0
18,58,0,0
0,58,0,0
9,67,0,0
17,84,0,0
11,95,0,0
21,116,0,0
8,124,3,3
8,132,3,0
14,146,3,0
16,162,5,2
17,179,5,0
35,214,6,1
16,230,7,1
32,262,8,1
58,320,9,1
36,356,9,0
40,396,11,2
30,426,11,0
20,446,14,3
19,465,14,0
29,494,14,0
32,526,14,0
38,564,15,1
31,595,15,0
21,616,15,0
17,633,16,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,3,0,0
2,5,0,0
0,5,0,0
3,8,0,0
4,12,0,0
7,19,0,0
7,26,0,0
6,32,0,0
8,40,0,0
23,63,0,0
31,94,0,0
22,116,0,0
34,150,0,0
64,214,0,0
84,298,0,0
46,344,0,0
90,434,0,0
88,522,0,0
172,694,0,0
210,904,0,0
91,995,0,0
170,1165,1,1
71,1236,1,0
158,1394,3,2
260,1654,6,3
408,2062,9,3
217,2279,9,0
384,2663,11,2
166,2829,16,5
173,3002,24,8
306,3308,31,7
281,3589,39,8
269,3858,44,5
332,4190,53,9
282,4472,59,6
115,4587,67,8
235,4822,78,11
195,5017,88,10
295,5312,99,11
257,5569,112,13
163,5732,119,7
170,5902,129,10
89,5991,138,9
1,1,0,0
1,2,0,0
0,2,0,0
0,2,0,0
1,3,0,0
0,3,0,0
11,14,0,0
0,14,0,0
0,14,0,0
9,23,1,1
3,26,2,1
0,26,2,0
19,45,3,1
0,45,3,0
9,54,4,1
4,58,4,0
0,58,6,2
23,81,8,2
17,98,8,0
0,98,8,0
25,123,11,3
0,123,11,0
11,134,13,2
20,154,18,5
0,154,18,0
7,161,18,0
19,180,18,0
3,183,20,2
32,215,20,0
8,223,20,0
11,234,20,0
0,234,20,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
1,2,0,0
1,3,0,0
1,4,0,0
1,5,0,0
3,8,0,0
2,10,0,0
10,20,0,0
3,23,0,0
8,31,0,0
7,38,0,0
75,113,0,0
151,264,0,0
252,516,0,0
160,676,0,0
128,804,0,0
23,827,0,0
48,875,1,1
57,932,1,0
92,1024,4,3
91,1115,4,0
36,1151,6,2
104,1255,9,3
71,1326,13,4
69,1395,13,0
65,1460,24,11
131,1591,32,8
133,1724,34,2
153,1877,41,7
169,2046,52,11
155,2201,65,13
194,2395,72,7
182,2577,77,5
283,2860,90,13
247,3107,104,14
279,3386,123,19
371,3757,139,16
320,4077,161,22
292,4369,179,18
312,4681,187,8
390,5071,203,16
331,5402,218,15
233,5635,237,19
184,5819,247,10
177,5996,260,13
178,6174,273,13
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,3,0,0
0,3,0,0
9,12,0,0
0,12,0,0
1,13,0,0
2,15,0,0
4,19,0,0
7,26,0,0
5,31,0,0
3,34,0,0
7,41,0,0
0,41,0,0
10,51,0,0
8,59,0,0
31,90,0,0
31,121,0,0
14,135,0,0
5,140,1,1
10,150,1,0
37,187,2,1
27,214,2,0
1,1,0,0
0,1,0,0
1,2,0,0
5,7,0,0
4,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
1,12,0,0
0,12,0,0
2,14,0,0
0,14,0,0
0,14,0,0
1,15,0,0
0,15,0,0
0,15,0,0
1,16,0,0
0,16,0,0
0,16,0,0
0,16,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
1,2,0,0
3,5,0,0
6,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
10,21,0,0
0,21,0,0
13,34,2,2
78,112,3,1
90,202,3,0
43,245,3,0
67,312,6,3
80,392,10,4
96,488,10,0
93,581,20,10
138,719,28,8
140,859,39,11
42,901,42,3
208,1109,51,9
175,1284,57,6
96,1380,60,3
108,1488,68,8
90,1578,77,9
167,1745,82,5
83,1828,86,4
128,1956,98,12
155,2111,108,10
238,2349,118,10
271,2620,126,8
139,2759,135,9
208,2967,173,38
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
5,6,0,0
1,7,0,0
3,10,0,0
3,13,0,0
1,14,0,0
1,15,0,0
2,17,0,0
6,23,1,1
5,28,2,1
9,37,2,0
21,58,2,0
53,111,2,0
57,168,3,1
31,199,3,0
227,426,7,4
106,532,7,0
257,789,14,7
192,981,18,4
101,1082,27,9
129,1211,29,2
192,1403,34,5
224,1627,41,7
208,1835,48,7
55,1890,58,10
76,1966,62,4
336,2302,79,17
456,2758,120,41
405,3163,120,0
205,3368,145,25
97,3465,172,27
181,3646,180,8
101,3747,191,11
248,3995,220,29
455,4450,242,22
515,4965,272,30
2196,7161,297,25
96,7257,315,18
209,7466,333,18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,0,0
1,3,0,0
12,15,0,0
34,49,1,1
6,55,1,0
4,59,1,0
1,60,1,0
20,80,2,1
13,93,2,0
0,93,2,0
17,110,2,0
16,126,2,0
40,166,4,2
30,196,6,2
14,210,6,0
46,256,7,1
29,285,8,1
9,294,10,2
33,327,14,4
39,366,19,5
76,442,21,2
14,456,21,0
39,495,24,3
41,536,30,6
40,576,36,6
33,609,40,4
47,656,41,1
54,710,46,5
69,779,52,6
0,779,52,0
206,985,66,14
85,1070,71,5
3,1073,78,7
249,1322,85,7
238,1560,103,18
139,1699,118,15
95,1794,135,17
145,1939,146,11
126,2065,159,13
1,1,0,0
0,1,0,0
2,3,0,0
0,3,0,0
0,3,0,0
2,5,0,0
4,9,0,0
4,13,0,0
0,13,0,0
0,13,0,0
6,19,0,0
11,30,0,0
2,32,0,0
0,32,1,1
9,41,2,1
5,46,2,0
10,56,3,1
6,62,3,0
7,69,3,0
9,78,4,1
0,78,4,0
25,103,5,1
14,117,6,1
1,118,6,0
0,118,6,0
7,125,6,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
2,3,0,0
1,4,0,0
0,4,0,0
2,6,0,0
0,6,0,0
3,9,0,0
0,9,0,0
2,11,0,0
1,12,0,0
1,13,0,0
0,13,0,0
1,14,0,0
0,14,0,0
1,15,0,0
0,15,0,0
0,15,0,0
1,16,0,0
0,16,0,0
0,16,0,0
0,16,0,0
0,16,0,0
2,18,0,0
0,18,0,0
0,18,0,0
0,18,0,0
3,21,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
3,4,0,0
2,6,0,0
0,6,0,0
0,6,0,0
6,12,0,0
0,12,0,0
3,15,0,0
3,18,0,0
4,22,0,0
0,22,0,0
7,29,0,0
0,29,0,0
2,31,0,0
0,31,0,0
2,33,0,0
0,33,0,0
1,34,0,0
0,34,0,0
0,34,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,0,0
3,5,0,0
5,10,0,0
3,13,0,0
3,16,0,0
11,27,0,0
52,79,0,0
36,115,0,0
56,171,0,0
34,205,0,0
20,225,0,0
33,258,0,0
9,267,0,0
16,283,0,0
23,306,0,0
20,326,0,0
26,352,0,0
17,369,0,0
35,404,1,1
134,538,1,0
37,575,1,0
65,640,1,0
39,679,3,2
36,715,3,0
30,745,4,1
34,779,5,1
79,858,11,6
103,961,12,1
57,1018,13,1
79,1097,15,2
11,1108,19,4
41,1149,21,2
36,1185,24,3
22,1207,24,0
51,1258,24,0
46,1304,24,0
5,1309,25,1
1,1,0,0
0,1,0,0
3,4,0,0
1,5,0,0
0,5,0,0
1,6,0,0
1,7,0,0
2,9,0,0
0,9,0,0
2,11,0,0
0,11,0,0
0,11,0,0
1,12,0,0
0,12,0,0
4,16,0,0
0,16,0,0
0,16,0,0
7,23,0,0
2,25,0,0
4,29,0,0
0,29,0,0
6,35,0,0
3,38,0,0
5,43,2,2
1,44,2,0
8,52,2,0
3,55,2,0
1,56,2,0
9,65,2,0
4,69,3,1
2,71,3,0
72,72,0,0
8,80,0,0
12,92,0,0
23,115,0,0
3,118,0,0
4,122,0,0
10,132,0,0
8,140,0,0
4,144,0,0
11,155,0,0
4,159,0,0
9,168,0,0
1,169,0,0
4,173,0,0
4,177,0,0
2,179,0,0
2,181,0,0
0,181,0,0
2,183,0,0
1,184,0,0
0,184,0,0
0,184,0,0
0,184,0,0
0,184,0,0
0,184,0,0
1,1,0,0
0,1,0,0
1,2,0,0
0,2,0,0
3,5,0,0
0,5,0,0
0,5,0,0
0,5,0,0
0,5,0,0
0,5,0,0
1,1,0,0
0,1,0,0
1,2,0,0
1,3,0,0
1,4,0,0
1,5,0,0
0,5,0,0
0,5,0,0
0,5,0,0
0,5,0,0
0,5,0,0
0,5,0,0
0,5,0,0
2,7,0,0
0,7,0,0
5,12,0,0
0,12,0,0
2,14,0,0
0,14,0,0
1,15,0,0
0,15,0,0
0,15,0,0
1,16,0,0
0,16,0,0
0,16,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
1,2,0,0
0,2,0,0
1,3,0,0
0,3,0,0
3,6,0,0
1,7,0,0
5,12,0,0
7,19,0,0
11,30,0,0
10,40,0,0
19,59,0,0
96,155,0,0
55,210,0,0
57,267,0,0
5,272,0,0
47,319,0,0
50,369,0,0
31,400,0,0
50,450,0,0
71,521,1,1
105,626,1,0
74,700,1,0
92,792,1,0
88,880,3,2
78,958,4,1
67,1025,7,3
193,1218,9,2
0,1218,11,2
95,1313,13,2
71,1384,17,4
62,1446,17,0
72,1518,19,2
97,1615,20,1
267,1882,25,5
45,1927,27,2
249,2176,27,0
132,2308,34,7
179,2487,40,6
118,2605,42,2
164,2769,48,6
136,2905,49,1
69,2974,56,7
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,3,0,0
0,3,0,0
0,3,0,0
0,3,0,0
1,4,0,0
1,5,0,0
1,6,0,0
0,6,0,0
0,6,0,0
0,6,0,0
0,6,0,0
0,6,0,0
0,6,0,0
0,6,0,0
5,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,0,0
0,11,1,1
0,11,1,0
1,12,1,0
0,12,1,0
0,12,1,0
0,12,1,0
0,12,1,0
0,12,1,0
0,12,1,0
0,12,1,0
0,12,1,0
2,14,1,0
3,17,2,1
21,38,2,0
19,57,2,0
43,100,2,0
30,130,2,0
48,178,3,1
34,212,4,1
73,285,4,0
138,423,7,3
190,613,9,2
103,716,10,1
410,1126,19,9
286,1412,30,11
372,1784,33,3
497,2281,48,15
595,2876,61,13
785,3661,79,18
838,4499,91,12
924,5423,127,36
1210,6633,148,21
1097,7730,175,27
1404,9134,244,69
1861,10995,372,128
1617,12612,450,78
1847,14459,562,112
1559,16018,674,112
3838,19856,860,186
2446,22302,1100,240
2931,25233,1331,231
3922,29155,1696,365
3809,32964,1995,299
4611,37575,2314,319
2599,40174,2606,292
4376,44550,3024,418
7578,52128,3523,499
4861,56989,4032,509
